context_id,calibration_id,source_name,title,calibration_type,expected_indicator_focus,ref_country,matched_keywords,context_text,previous_sentence,target_sentence,next_sentence,N_content,IDI_raw,IDI_percent,EMI_raw,EMI_percent,MTI_raw,MTI_percent,EVI_raw,EVI_norm,S_r,salience_label,IP_context,IP_abs_context,quality_flags,language,notes,anchor_status,IDI_percentile,IDI_empirical_level,EMI_percentile,EMI_empirical_level,MTI_percentile,MTI_empirical_level,IP_percentile,IP_empirical_level,IP_abs_percentile,IP_abs_empirical_level,IDI_raw_interpretation,EMI_raw_interpretation,MTI_raw_interpretation,IP_context_interpretation,IP_abs_context_interpretation
cal_doc_manual_neutral_news_set_000006_000006__Russia__001,cal_local_manual_neutral_news_set_000006_000006,Manual Neutral News Set,,neutral_news,neutral_baseline,Russia,Russian,"""Every day, sophisticated scams, destroy families, steal migrants and drain billions of dollars from our economy,"" he said at the opening ceremony in the Vietnamese capital on Saturday. ""We need a strong, connected global response.""
The UN Convention against Cybercrime was first proposed by Russian diplomats in 2017, and approved by consensus last year after lengthy negotiations. Critics say its broad language could lead to abuses of power and enable the cross-border repression of government critics.","UN secretary-general Antonio Guterres described the signing as an ""important milestone"", but that it was ""only the beginning"".","""We need a strong, connected global response.""
The UN Convention against Cybercrime was first proposed by Russian diplomats in 2017, and approved by consensus last year after lengthy negotiations.","""There were multiple concerns raised throughout the negotiation of the treaty around how it actually ends up compelling companies to share data,"" said Sabhanaz Rashid Diya, founder of the Tech Global Institute think tank.",50,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000006_000006__Russia__002,cal_local_manual_neutral_news_set_000006_000006,Manual Neutral News Set,,neutral_news,neutral_baseline,Russia,Russia,"Vietnam's government said this week that 60 countries were registered for the official signing, without disclosing which ones. But the list will probably not be limited to Russia, China, and their allies. ""Cybercrime is a real issue across the world,"" Diya said.","""It's almost rubber-stamping a very problematic practice that has been used against journalists and in authoritarian countries,"" she told AFP.","But the list will probably not be limited to Russia, China, and their allies.","""I think everybody's kind of grappling with it.""
The far-reaching online scam industry, for example, has ballooned in Southeast Asia in recent years, with thousands of scammers estimated to be involved and victims worldwide conned out of billions of dollars annually.",25,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000006_000006__Russia__003,cal_local_manual_neutral_news_set_000006_000006,Manual Neutral News Set,,neutral_news,neutral_baseline,Russia,Russia,"""Vietnamese authorities typically use laws to censor and silence any online expression of views critical of the country's political leadership,"" said Deborah Brown of Human Rights Watch. ""Russia has been a driving force behind this treaty and will certainly be pleased once it's signed,"" she told AFP. ""But a significant amount of cybercrime globally comes from Russia, and it has never needed a treaty to tackle cybercrime from within its borders,"" Brown added. ""This treaty can't make up Russia's lack of political will in that regard.""
© 2016 - 2026 PT. Bina Media Tenggara
Share your experiences, suggestions, and any issues you've encountered on The Jakarta Post.","The location for the signing has also raised eyebrows, given Vietnam's record of crackdowns on dissent.","""Russia has been a driving force behind this treaty and will certainly be pleased once it's signed,"" she told AFP. ""But a significant amount of cybercrime globally comes from Russia, and it has never needed a treaty to tackle cybercrime from within its borders,"" Brown added. ""This treaty can't make up Russia's lack of political will in that regard.""
© 2016 - 2026 PT.",We're here to listen.,69,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000007_000007__USA__001,cal_local_manual_neutral_news_set_000007_000007,Manual Neutral News Set,,neutral_news,neutral_baseline,USA,US,"span class=""caption"">Maia S. Deguito, Rizal Commercial Banking Corporation (RCBC) branch manager, takes her oath prior to the start of the Philippine Senate Blue Ribbon Committee probe into how about US$81 million of Bangladesh's stolen funds were transmitted online to four private accounts at a branch of the RCBC Tuesday in Manila, Philippines. (AP/Bullit Marquez)
A Philippine Senate committee has resumed its inquiry into how US$81 million stolen by hackers from the U.S. Federal Reserve Bank account of Bangladesh's central bank was transmitted to four private Philippine bank accounts and then to three casino companies.",Can't find what you're looking for?,"Deguito, Rizal Commercial Banking Corporation (RCBC) branch manager, takes her oath prior to the start of the Philippine Senate Blue Ribbon Committee probe into how about US$81 million of Bangladesh's stolen funds were transmitted online to four private accounts at a branch of the RCBC Tuesday in Manila, Philippines. (AP/Bullit Marquez)
A Philippine Senate committee has resumed its inquiry into how US$81 million stolen by hackers from the U.S.","Thursday's hearing was likely to become a closed door session to hear the testimony of a banker who refused to publicly speak about the case, invoking her right not to incriminate herself.",67,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000009_000009__China__001,cal_local_manual_neutral_news_set_000009_000009,Manual Neutral News Set,,neutral_news,neutral_baseline,China,China,"Experts say Myanmar's military has long turned a blind eye to scam centers which profit its militia allies, crucial collaborators in their fight against rebels. The junta has also faced pressure to shut down scam operations from its military backer China, irked at the number of its citizens both participating in and being targeted by the scams. But military crackdowns on scam hubs are likely token efforts organized in cahoots with allied militias in an attempt to appease China without badly denting profits, analysts say. ""Because of the news it became a need for our organization to resolve it carefully,"" said Saw Tin Win, a senior figure in the most powerful local militia.","Indonesian state news agency Antara reported around 20 Indonesians had ""successfully crossed into Thai territory via the Moei River"" as of Wednesday evening, according to the Indonesian embassy in Yangon, which cited Thai authorities.","The junta has also faced pressure to shut down scam operations from its military backer China, irked at the number of its citizens both participating in and being targeted by the scams. But military crackdowns on scam hubs are likely token efforts organized in cahoots with allied militias in an attempt to appease China without badly denting profits, analysts say.","""There is pressure from the military, so we warned people not to continue bad things,"" he added, a Myanmar media outlet reported on Wednesday evening.",74,0.0,0.0,0.009009,0.9009,0.013514,1.3514,-2,-0.4,1.0,central_actor,-0.409009,0.409009,,en,,upper_anchor,96.58,extreme,95.53,extreme,97.37,extreme,1.84,very_low,92.11,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0090 corresponds to the 96th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0135 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,IP_context = -0.4090 corresponds to the 2th percentile of the calibration corpus. This indicates very_low level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.4090 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000009_000009__China__002,cal_local_manual_neutral_news_set_000009_000009,Manual Neutral News Set,,neutral_news,neutral_baseline,China,Chinese,"Thailand's deputy finance minister Vorapak Tanyawong resigned on Wednesday following allegations linking him to Cambodian cyberscam operations. Cambodian authorities said Thursday they arrested 57 South Koreans for alleged involvement in cyberscams, as well as 29 Chinese nationals in the capital Phnom Penh -- adding to 64 South Koreans deported last week for alleged links to the fraud networks. © 2016 - 2026 PT.",The US government sanctioned Ly Yong Phat last year for alleged abuses related to human trafficking in scam centers.,"Cambodian authorities said Thursday they arrested 57 South Koreans for alleged involvement in cyberscams, as well as 29 Chinese nationals in the capital Phnom Penh -- adding to 64 South Koreans deported last week for alleged links to the fraud networks.","Bina Media Tenggara
Share your experiences, suggestions, and any issues you've encountered on The Jakarta Post.",42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,secondary_actor,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000009_000009__USA__001,cal_local_manual_neutral_news_set_000009_000009,Manual Neutral News Set,,neutral_news,neutral_baseline,USA,dollar,"A driver in the area, speaking anonymously for security reasons, estimated 700 people had made illegal overnight crossings. While some scam workers are clearly trafficked into often fortified compounds, experts say others go voluntarily with hopes of earning more in the multibillion-dollar illicit industry than they can at home. Sawanit said immigration police and the military had provided assistance ""under humanitarian procedures"".","Another crowd of more than 100 people gathered on the Myanmar side of the main local border crossing to Thailand early Thursday, an AFP journalist saw, many carrying large suitcases and backpacks.","While some scam workers are clearly trafficked into often fortified compounds, experts say others go voluntarily with hopes of earning more in the multibillion-dollar illicit industry than they can at home.","Those who crossed ""will undergo screening"" to determine whether they have been victims of human trafficking or if they may be prosecuted for crossing the border illegally, he said.",43,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000009_000009__USA__002,cal_local_manual_neutral_news_set_000009_000009,Manual Neutral News Set,,neutral_news,neutral_baseline,USA,US,"Thailand's Anti-Money Laundering Office seized assets worth 70 million baht ($2.1 million) from Cambodian senator and tycoon Ly Yong Phat as part of an investigation into scam centers and his businesses, a senior police official told local media on Wednesday. The US government sanctioned Ly Yong Phat last year for alleged abuses related to human trafficking in scam centers. Thailand's deputy finance minister Vorapak Tanyawong resigned on Wednesday following allegations linking him to Cambodian cyberscam operations.","Victims in the wider region were conned out of up to $37 billion in 2023, according to a UN report, which said global losses were likely ""much larger"".",The US government sanctioned Ly Yong Phat last year for alleged abuses related to human trafficking in scam centers.,"Cambodian authorities said Thursday they arrested 57 South Koreans for alleged involvement in cyberscams, as well as 29 Chinese nationals in the capital Phnom Penh -- adding to 64 South Koreans deported last week for alleged links to the fraud networks.",58,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000010_000010__China__001,cal_local_manual_neutral_news_set_000010_000010,Manual Neutral News Set,,neutral_news,neutral_baseline,China,China,"Source: The Jakarta Post
URL: https://www.thejakartapost.com/world/2025/02/15/thailand-deports-10-to-china-linked-to-actor-cyber-fraud-case.html
Date: 2025
Year: 2025
Country: thailand
Discourse: media
Title: Thailand deports 10 to China linked to actor cyber-fraud case - Asia & Pacific - The Jakarta Post

Your browser is out of date, and may not be compatible with our website. A list of the most popular web browsers can be found below.",,"Source: The Jakarta Post
URL: https://www.thejakartapost.com/world/2025/02/15/thailand-deports-10-to-china-linked-to-actor-cyber-fraud-case.html
Date: 2025
Year: 2025
Country: thailand
Discourse: media
Title: Thailand deports 10 to China linked to actor cyber-fraud case - Asia & Pacific - The Jakarta Post

Your browser is out of date, and may not be compatible with our website.",Just click on the icons to get to the download page.,43,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
cal_doc_manual_neutral_news_set_000010_000010__China__002,cal_local_manual_neutral_news_set_000010_000010,Manual Neutral News Set,,neutral_news,neutral_baseline,China,China; Chinese,"Scam compounds have mushroomed in Myanmar's borderlands and are staffed by foreigners who are often trafficked and forced to work, swindling their compatriots in an industry analysts say is worth billions of dollars. hailand has deported 10 Chinese nationals linked to the high-profile alleged kidnapping of an actor who was rescued from a cyber-fraud center in Myanmar, Thai police told AFP on Saturday. Scam compounds have mushroomed in Myanmar's borderlands and are staffed by foreigners who are often trafficked and forced to work, swindling their compatriots in an industry analysts say is worth billions of dollars. The suspects were part of a gang operating in Myawaddy, Myanmar and were allegedly involved in defrauding Chinese citizens, including actor Wang Xing, according to a police statement on Friday. ""The group had been deported back [to China] yesterday early evening,"" a police official told AFP on Saturday. They were flown out of Bangkok's Suvarnabhumi Airport with Thai immigration police escorting them. The 10 were deported ""for Chinese police to prosecute them,"" Thai police said Friday. Concerns over cyber-fraud operations heightened after actor Wang was rescued from a scam center in Myanmar in January.",Can't find what you're looking for?,"hailand has deported 10 Chinese nationals linked to the high-profile alleged kidnapping of an actor who was rescued from a cyber-fraud center in Myanmar, Thai police told AFP on Saturday. The suspects were part of a gang operating in Myawaddy, Myanmar and were allegedly involved in defrauding Chinese citizens, including actor Wang Xing, according to a police statement on Friday. ""The group had been deported back [to China] yesterday early evening,"" a police official told AFP on Saturday. The 10 were deported ""for Chinese police to prosecute them,"" Thai police said Friday.","Wang said he was lured to Thailand on the promise of an audition, only to be whisked off and smuggled across the border.",117,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,secondary_actor,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: neutral_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: neutral_news).
